Record,Concept,XPath,Content
daac.ornl.gov_mercury_harvest_1.xml,Organization Name,/metadata/idinfo/citation/citeinfo/origin,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,Organization Name,/metadata/distinfo/distrib/cntinfo/cntperp/cntorg,"The Oak Ridge National Laboratory (ORNL) Distributed Active Archive Center (DAAC)"
daac.ornl.gov_mercury_harvest_1.xml,Email,/metadata/distinfo/distrib/cntinfo/cntemail,"ornldaac@ornl.gov"
daac.ornl.gov_mercury_harvest_1.xml,Email,/metadata/metainfo/metc/cntinfo/cntemail,"ornldaac@ornl.gov"
daac.ornl.gov_mercury_harvest_1.xml,Email,/metadata/mercury/Contact_Person/Email,"ornldaac@ornl.gov"
daac.ornl.gov_mercury_harvest_1.xml,Phone,/metadata/distinfo/distrib/cntinfo/cntvoice,"+1(865)241-3952"
daac.ornl.gov_mercury_harvest_1.xml,Phone,/metadata/metainfo/metc/cntinfo/cntvoice,"+1(865)241-3952"
daac.ornl.gov_mercury_harvest_1.xml,Phone,/metadata/mercury/Contact_Person/Phone,"+1(865)241-3952"
daac.ornl.gov_mercury_harvest_1.xml,Fax,/metadata/idinfo/ptcontac/cntinfo/cntfax,"6.1.10.8 Contact Electronic Mail: INTERNET > xsl:value-of select='x_tags/Data_Originator/Investigator/Email' disable-output-escaping='yes' />"
daac.ornl.gov_mercury_harvest_1.xml,Fax,/metadata/distinfo/distrib/cntinfo/cntfax,"6.1.10.8 Contact Electronic Mail: INTERNET >"
daac.ornl.gov_mercury_harvest_1.xml,Author,/metadata/idinfo/citation/citeinfo/origin,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,Online Resource,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer,"http://daac.ornl.gov/"
daac.ornl.gov_mercury_harvest_1.xml,Resource Citation,/metadata/idinfo/citation/citeinfo,"WOOD, E.F. 15 Minute Stream Flow Data: USGS (FIFE) http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1 http://daac.ornl.gov/mercury_harvest/1.xml http://daac.ornl.gov/mercury_harvest/1.xml http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html metadata"
daac.ornl.gov_mercury_harvest_1.xml,Resource Identifier,/metadata/mercury/File_ID,"1"
daac.ornl.gov_mercury_harvest_1.xml,Resource Identifier,/metadata/Local-Control-Number,"Created 2016 10 4 21 30 01 1469631001 by 160.91.11.44"
daac.ornl.gov_mercury_harvest_1.xml,Southernmost Latitude,/metadata/idinfo/spdom/bounding/southbc,"39.1"
daac.ornl.gov_mercury_harvest_1.xml,Southernmost Latitude,/metadata/mercury/Site_Information/Southernmost_Latitude,"39.1"
daac.ornl.gov_mercury_harvest_1.xml,Northernmost Latitude,/metadata/idinfo/spdom/bounding/northbc,"39.1"
daac.ornl.gov_mercury_harvest_1.xml,Northernmost Latitude,/metadata/mercury/Site_Information/Northernmost_Latitude,"39.1"
daac.ornl.gov_mercury_harvest_1.xml,Westernmost Longitude,/metadata/idinfo/spdom/bounding/westbc,"-96.6"
daac.ornl.gov_mercury_harvest_1.xml,Westernmost Longitude,/metadata/mercury/Site_Information/Westernmost_Longitude,"-96.6"
daac.ornl.gov_mercury_harvest_1.xml,Easternmost Longitude,/metadata/idinfo/spdom/bounding/eastbc,"-96.6"
daac.ornl.gov_mercury_harvest_1.xml,Easternmost Longitude,/metadata/mercury/Site_Information/Easternmost_Longitude,"-96.6"
daac.ornl.gov_mercury_harvest_1.xml,Start Time,/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"19841225"
daac.ornl.gov_mercury_harvest_1.xml,Start Time,/metadata/mercury/begdate,""
daac.ornl.gov_mercury_harvest_1.xml,End Time,/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"19880304"
daac.ornl.gov_mercury_harvest_1.xml,End Time,/metadata/mercury/enddate,""
daac.ornl.gov_mercury_harvest_1.xml,Place Keyword,/metadata/idinfo/keywords/place/placekey,"KONZA PRAIRIE USA"
daac.ornl.gov_mercury_harvest_1.xml,Place Keyword,/metadata/mercury/Site_Information/Site,"KONZA PRAIRIE USA"
daac.ornl.gov_mercury_harvest_1.xml,Place Keyword Vocabulary,/metadata/idinfo/keywords/place/placekt,"Place Keywords"
daac.ornl.gov_mercury_harvest_1.xml,Author / Originator,/metadata/idinfo/citation/citeinfo/origin,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,Author / Originator,/metadata/mercury/Principal_Investigator/Name,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,Originating Organization,/metadata/idinfo/citation/citeinfo/origin,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/mercury/Documentation_Link/Label,"15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/mercury/Search_Text_Link/Label,"15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/mercury/Data_Set_Link/URL,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/mercury_harvest/1.xml"
daac.ornl.gov_mercury_harvest_1.xml,URL,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html"
daac.ornl.gov_mercury_harvest_1.xml,Online Resource Name/Title,/metadata/mercury/Data_Set_Link/Label,"15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,Online Resource Description,/metadata/mercury/Data_Set_Link/Link_Note,""
daac.ornl.gov_mercury_harvest_1.xml,Metadata Identifier,/metadata/mercury/MD_Entry_id,"FIFE_STRM_15M"
daac.ornl.gov_mercury_harvest_1.xml,Metadata Modified Date,/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"19880304"
daac.ornl.gov_mercury_harvest_1.xml,Metadata Modified Date,/metadata/metainfo/metd,"20081202"
daac.ornl.gov_mercury_harvest_1.xml,Bounding Box,/metadata/idinfo/spdom/bounding,"-96.6 -96.6 39.1 39.1"
daac.ornl.gov_mercury_harvest_1.xml,Metadata Language,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
daac.ornl.gov_mercury_harvest_1.xml,Keyword Type,/metadata/idinfo/keywords/theme/themekt,"Parameter_Sensor_Source"
daac.ornl.gov_mercury_harvest_1.xml,Keyword Type,/metadata/idinfo/keywords/theme/themekt,"Parameter"
daac.ornl.gov_mercury_harvest_1.xml,Keyword Type,/metadata/idinfo/keywords/theme/themekt,"Source"
daac.ornl.gov_mercury_harvest_1.xml,Keyword Type,/metadata/idinfo/keywords/theme/themekt,"Sensor"
daac.ornl.gov_mercury_harvest_1.xml,Release Constraints,/metadata/distinfo/stdorder/digform/digtopt/onlinopt/accinstr,"PUBLIC"
daac.ornl.gov_mercury_harvest_1.xml,Distribution Contact,/metadata/distinfo/distrib/cntinfo,"The Oak Ridge National Laboratory (ORNL) Distributed Active Archive Center (DAAC) ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665 +1(865)241-3952 6.1.10.8 Contact Electronic Mail: INTERNET > ornldaac@ornl.gov"
daac.ornl.gov_mercury_harvest_1.xml,Distribution Contact,/metadata/mercury/Contact_Person,"ornldaac@ornl.gov ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665 +1(865)241-3952"
daac.ornl.gov_mercury_harvest_1.xml,Distribution Contact,/metadata/distinfo/distrib/cntinfo/cntperp/cntper,"ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665"
daac.ornl.gov_mercury_harvest_1.xml,Resource Type,/metadata/distinfo/resdesc,"Wood, E. F. 1994. 15 Minute Stream Flow Data: USGS (FIFE). Data set. Available on-line [http://www.daac.ornl.gov] from Oak Ridge National Laboratory Distributed Active Archive Center, Oak Ridge, Tennessee, U.S.A. Also published in D. E. Strebel, D. R. Landis, K. F. Huemmrich, and B. W. Meeson (eds.), Collected Data of the First ISLSCP Field Experiment, Vol. 1: Surface Observations and Non-Image Data Sets. CD-ROM. National Aeronautics and Space Administration, Goddard Space Flight Center, Greenbelt, Maryland, U.S.A. (available from http://www.daac.ornl.gov). doi:10.3334/ORNLDAAC/1"
daac.ornl.gov_mercury_harvest_1.xml,Temporal Extent,/metadata/idinfo/timeperd/timeinfo/rngdates,"19841225 19880304"
daac.ornl.gov_mercury_harvest_1.xml,Temporal Extent,/metadata/mercury,"KONZA PRAIRIE USA -96.6 -96.6 39.1 39.1 EOSDIS HYDROLOGY STREAM DYNAMICS AQUATIC PROPERTIES DISCHARGE/FLOW STILLING WELL SURFACE WATER WEIR SURFACE WATER HYDROSPHERE STAGE HEIGHT STILLING WELL SURFACE WATER WEIR SURFACE WATER HYDROSPHERE FIFE SURFACE WATER WEIR|STILLING WELL|DISCHARGE/FLOW SURFACE WATER WEIR|STILLING WELL|STAGE HEIGHT WOOD, E.F. http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1 15 Minute Stream Flow Data: USGS (FIFE) http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html 15 Minute Stream Flow Data: USGS (FIFE) /home/web/mercury/write_mercury_xml.pl mercury21.dtd ornldaac@ornl.gov ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665 +1(865)241-3952 1 FIFE_STRM_15M http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html 15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/Data_Set_Link/URL,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/Documentation_Link/URL,"http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/Search_Text_Link/URL,"http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/mercury_harvest/1.xml"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/Data_Set_Link/URL,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/idinfo/citation/citeinfo/alt_onlink,"http://daac.ornl.gov/mercury_harvest/1.xml"
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/OGC_URL,""
daac.ornl.gov_mercury_harvest_1.xml,Resource on-line Link,/metadata/mercury/THREDDS_URL,""
daac.ornl.gov_mercury_harvest_1.xml,Metadata Standard Citation,/metadata/metainfo/metstdn,"FGDC Content Standard for Digital Geospatial Metadata"
daac.ornl.gov_mercury_harvest_1.xml,Resource Update Frequency,/metadata/idinfo/status/update,"As appropriate"
daac.ornl.gov_mercury_harvest_1.xml,Sensor Short Name,/metadata/mercury/Parameter_Description/Sensor,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Sensor Short Name,/metadata/mercury/Parameter_Description/Sensor,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Spatial Extent,/metadata/idinfo/spdom/bounding,"-96.6 -96.6 39.1 39.1"
daac.ornl.gov_mercury_harvest_1.xml,Spatial Extent,/metadata/mercury/Spatial_Extent,""
daac.ornl.gov_mercury_harvest_1.xml,Resource Status,/metadata/idinfo/status,"Complete As appropriate"
daac.ornl.gov_mercury_harvest_1.xml,Resource Status,/metadata/idinfo/status/progress,"Complete"
daac.ornl.gov_mercury_harvest_1.xml,Project Name,/metadata/mercury/Project,"FIFE"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"DISCHARGE/FLOW|STILLING WELL|SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"STAGE HEIGHT|STILLING WELL|SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"DISCHARGE/FLOW"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"STAGE HEIGHT"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/theme/themekey,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Sensor,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Sensor,"STILLING WELL"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Source,"SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Source,"SURFACE WATER WEIR"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Term,"SURFACE WATER"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Term,"SURFACE WATER"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Topic,"HYDROSPHERE"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Topic,"HYDROSPHERE"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/idinfo/keywords/place/placekey,"KONZA PRAIRIE USA"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Site_Information/Site,"KONZA PRAIRIE USA"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Keywords,"EOSDIS"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Keywords,"HYDROLOGY"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Keywords,"STREAM DYNAMICS"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Keywords,"AQUATIC PROPERTIES"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Parameter,"DISCHARGE/FLOW"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Parameter_Description/Parameter,"STAGE HEIGHT"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Navpath,"SURFACE WATER WEIR|STILLING WELL|DISCHARGE/FLOW"
daac.ornl.gov_mercury_harvest_1.xml,Keyword,/metadata/mercury/Navpath,"SURFACE WATER WEIR|STILLING WELL|STAGE HEIGHT"
daac.ornl.gov_mercury_harvest_1.xml,Resource Distribution,/metadata/distinfo,"The Oak Ridge National Laboratory (ORNL) Distributed Active Archive Center (DAAC) ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665 +1(865)241-3952 6.1.10.8 Contact Electronic Mail: INTERNET > ornldaac@ornl.gov http://daac.ornl.gov/ PUBLIC Wood, E. F. 1994. 15 Minute Stream Flow Data: USGS (FIFE). Data set. Available on-line [http://www.daac.ornl.gov] from Oak Ridge National Laboratory Distributed Active Archive Center, Oak Ridge, Tennessee, U.S.A. Also published in D. E. Strebel, D. R. Landis, K. F. Huemmrich, and B. W. Meeson (eds.), Collected Data of the First ISLSCP Field Experiment, Vol. 1: Surface Observations and Non-Image Data Sets. CD-ROM. National Aeronautics and Space Administration, Goddard Space Flight Center, Greenbelt, Maryland, U.S.A. (available from http://www.daac.ornl.gov). doi:10.3334/ORNLDAAC/1"
daac.ornl.gov_mercury_harvest_1.xml,Maintenance,/metadata/idinfo/status/update,"As appropriate"
daac.ornl.gov_mercury_harvest_10.xml,Resource Title,/metadata/idinfo/citation/citeinfo/title,"Aircraft Flux-Raw: U of Wy. (FIFE)"
daac.ornl.gov_mercury_harvest_10.xml,Abstract,/metadata/idinfo/descript/abstract,"The University of Wyoming (UW) King Air atmospheric boundary layer measurement missions were flown in 1987 during IFCs 3 and 4. This Raw Boundary Layer Fluxes data set contains parameters that describe the environment in which the flux data were collected and the flux data itself. The fluctuations in all variables were calculated with three different methods (the arithmetic means removed, the linear trends removed, or filtered with a high-pass recursive filter) prior to the eddy correlation calculations. This data set contains the data with the arithmetic means removed (i.e., RAW). All the flux measurements were obtained with the eddy-correlation method, wherein the aircraft is equipped with an inertial platform, accelerometers, and a gust probe for measurement of earth-relative gusts in the x, y, and z directions. Gusts in these dimensions are then correlated with each other for momentum fluxes and with fluctuations in other variables to obtain the various scalar fluxes, such as temperature (for sensible heat flux) and water vapor mixing ratio (for latent heat flux). The summary of data calculated from each aircraft pass includes various statistics, correlations, and fluxes calculated after the time series for each variable with the arithmetic means removed."
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"AIR TEMPERATURE|INFRARED RADIOMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"ATMOSPHERIC PRESSURE MEASUREMENTS|PRESSURE TRANSDUCER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"BAROMETRIC ALTITUDE|PRESSURE TRANSDUCER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"CARBON DIOXIDE|EDDY CORRELATION APPARATUS|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"CARBON DIOXIDE|NDIR GAS ANALYZER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"GEOPOTENTIAL HEIGHT|RADIO ALTIMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"HEAT FLUX|EDDY CORRELATION APPARATUS|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"WATER VAPOR|HYGROMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"WATER VAPOR|NDIR GAS ANALYZER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"IRRADIANCE|PYRANOMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"POTENTIAL TEMPERATURE|HYGROMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE AIR TEMPERATURE|INFRARED RADIOMETER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE WINDS|WIND PROFILER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"UPPER LEVEL WINDS|WIND PROFILER|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"VEGETATION COVER|ANALYSIS|KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"AIR TEMPERATURE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"ATMOSPHERIC PRESSURE MEASUREMENTS"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"BAROMETRIC ALTITUDE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"CARBON DIOXIDE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"CARBON DIOXIDE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"GEOPOTENTIAL HEIGHT"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"HEAT FLUX"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"WATER VAPOR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"WATER VAPOR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"IRRADIANCE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"POTENTIAL TEMPERATURE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE AIR TEMPERATURE"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"SURFACE WINDS"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"UPPER LEVEL WINDS"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"VEGETATION COVER"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
daac.ornl.gov_mercury_harvest_10.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"KINGAIR"
